Position [m]	Intensity	Int_Area	Int_Edge1	Int_Edge2	Position Sensor [m]	Temperature Sensor 1 [°C]	Temperature Sensor 2 [°C]
-15.91	8.00	0.00	11.56	13.45	202.84	43.41	42.33
-15.91	8.00	0.00	10.04	11.84	203.19	43.41	42.33
-15.84	8.00	0.00	8.87	13.09	203.54	43.41	42.33
-15.84	8.00	4.00	11.23	12.68	203.89	43.41	42.32
-15.77	8.00	0.00	11.03	12.98	204.23	43.40	42.32
-15.77	8.00	0.00	10.22	13.06	204.58	43.41	42.32
-15.71	8.00	0.00	9.86	11.27	204.93	43.41	42.32
-15.71	7.00	0.00	11.26	11.59	205.27	43.40	42.32
-15.64	8.00	0.00	9.77	12.38	205.62	43.40	42.32
-15.64	7.00	0.00	9.31	16.44	205.97	43.47	42.39
-15.57	7.00	0.00	10.52	11.71	206.32	43.47	42.39
-15.57	8.00	0.00	10.39	13.00	206.66	43.47	42.39
-15.50	7.00	0.00	9.63	12.04	207.01	43.47	42.39
-15.50	7.00	0.00	9.52	13.73	207.43	43.47	42.39
-15.43	7.00	3.00	10.38	11.66	207.77	43.47	42.39
-15.43	7.00	0.00	11.20	12.79	208.12	43.47	42.39
-15.36	7.00	0.00	8.71	12.36	208.47	43.47	42.39
-15.36	7.00	0.00	9.56	12.15	208.81	43.47	42.39
-15.29	7.00	0.00	10.59	12.55	209.16	43.46	42.38
-15.29	7.00	0.00	9.75	12.36	209.51	43.47	42.38
-15.23	7.00	0.00	8.48	11.99	209.85	43.47	42.38
-15.23	7.00	0.00	11.13	11.66	210.20	43.46	42.38
-15.16	7.00	0.00	10.66	12.12	210.55	43.46	42.38
-15.16	7.00	10.00	9.32	11.54	210.90	43.46	42.38
-15.09	7.00	0.00	9.36	11.61	211.24	43.46	42.38
-15.09	7.00	7.00	10.81	11.43	211.59	43.46	42.38
-15.02	7.00	23.00	9.33	11.76	211.94	43.46	42.38
-15.02	7.00	0.00	8.57	12.92	212.28	43.52	42.44
-14.95	7.00	0.00	9.83	11.20	212.63	43.52	42.44
-14.95	7.00	0.00	10.59	11.95	212.98	43.52	42.44
-14.88	7.00	0.00	9.75	12.47	213.33	43.52	42.43
-14.88	6.00	0.00	8.71	13.31	213.67	43.52	42.43
-14.81	6.00	0.00	10.62	11.51	214.02	43.52	42.43
-14.81	6.00	4.00	10.25	11.88	214.37	43.51	42.43
-14.75	6.00	0.00	8.49	12.04	214.71	43.52	42.43
-14.75	6.00	0.00	9.13	10.65	215.06	43.51	42.43
-14.68	7.00	12.00	10.82	11.52	215.41	43.51	42.43
-14.68	7.00	0.00	9.85	11.20	215.75	43.51	42.42
-14.61	6.00	0.00	8.16	11.79	216.10	43.51	42.42
-14.61	6.00	0.00	10.28	10.79	216.45	43.51	42.42
-14.54	6.00	0.00	10.48	12.58	216.79	43.50	42.42
-14.54	6.00	0.00	9.01	11.90	217.14	43.50	42.42
-14.47	6.00	0.00	8.73	11.30	217.49	43.50	42.42
-14.47	6.00	0.00	9.99	11.11	217.84	43.50	42.42
-14.40	6.00	1.00	9.82	11.80	218.18	43.50	42.42
-14.40	6.00	5.00	8.81	11.60	218.53	43.50	42.42
-14.33	6.00	2.00	9.59	11.71	218.88	43.56	42.41
-14.33	6.00	0.00	9.11	10.97	219.22	43.49	42.41
-14.27	6.00	1.00	10.05	11.13	219.57	43.55	42.47
-14.27	6.00	0.00	8.54	10.82	219.92	43.55	42.47
-14.20	6.00	0.00	10.81	10.47	220.26	43.55	42.47
-14.20	6.00	0.00	10.23	11.50	220.61	43.55	42.47
-14.13	6.00	0.00	9.32	11.87	220.96	43.55	42.47
-14.13	6.00	0.00	8.58	10.59	221.31	43.55	42.47
-14.06	6.00	0.00	10.49	11.53	221.65	43.55	42.47
-14.06	6.00	0.00	10.13	11.53	222.00	43.55	42.47
-13.99	6.00	0.00	7.57	11.53	222.35	43.55	42.47
-13.99	6.00	0.00	9.95	10.94	222.69	43.55	42.47
-13.92	6.00	0.00	10.06	11.24	223.04	43.55	42.47
-13.92	6.00	11.00	9.17	11.42	223.39	43.55	42.47
-13.85	6.00	0.00	8.45	10.84	223.73	43.55	42.46
-13.85	6.00	0.00	10.74	11.41	224.08	43.54	42.46
-13.78	6.00	0.00	9.76	11.70	224.43	43.54	42.46
-13.78	6.00	0.00	8.80	12.31	224.78	43.54	42.46
-13.72	6.00	4.00	9.25	11.42	225.12	43.54	42.46
-13.72	6.00	0.00	9.64	11.31	225.47	43.53	42.46
-13.65	6.00	0.00	9.49	11.64	225.82	43.53	42.45
-13.65	6.00	0.00	8.70	11.69	226.16	43.53	42.51
-13.58	6.00	0.00	10.12	12.41	226.51	43.59	42.51
-13.58	6.00	0.00	9.95	12.53	226.86	43.59	42.51
-13.51	6.00	0.00	9.05	11.66	227.20	43.59	42.51
-13.51	6.00	0.00	8.54	10.41	227.55	43.58	42.50
-13.44	6.00	0.00	10.83	12.00	227.90	43.58	42.50
-13.44	6.00	9.00	9.29	11.02	228.24	43.58	42.50
-13.37	6.00	0.00	8.96	11.64	228.59	43.58	42.50
-13.37	6.00	0.00	9.29	10.79	228.94	43.58	42.49
-13.30	6.00	0.00	10.46	11.83	229.29	43.57	42.50
-13.30	6.00	1.00	9.20	11.06	229.63	43.57	42.49
-13.24	6.00	0.00	8.81	10.72	229.98	43.57	42.49
-13.24	6.00	0.00	10.28	11.45	230.33	43.57	42.49
-13.17	6.00	0.00	9.42	11.38	230.67	43.57	42.49
-13.17	6.00	0.00	9.56	10.84	231.02	43.57	42.49
-13.10	6.00	0.00	8.55	10.43	231.37	43.56	42.48
-13.10	6.00	0.00	10.50	11.58	231.71	43.56	42.48
-13.03	6.00	0.00	8.93	11.92	232.06	43.56	42.48
-13.03	6.00	0.00	8.94	12.85	232.41	43.56	42.47
-12.96	6.00	0.00	9.61	11.74	232.75	43.56	42.48
-12.96	6.00	0.00	9.21	11.44	233.10	43.55	42.47
-12.89	6.00	0.00	8.88	11.44	233.45	43.55	42.47
-12.89	6.00	0.00	8.49	10.63	233.80	43.62	42.54
-12.82	6.00	0.00	10.24	11.86	234.14	43.62	42.54
-12.82	6.00	0.00	9.69	10.78	234.49	43.62	42.53
-12.76	6.00	2.00	7.87	11.49	234.84	43.61	42.53
-12.76	6.00	0.00	10.10	10.20	235.18	43.61	42.53
-12.69	6.00	0.00	9.54	11.29	235.53	43.61	42.53
-12.69	6.00	0.00	8.99	11.82	235.88	43.61	42.52
-12.62	6.00	0.00	8.17	10.63	236.23	43.60	42.53
-12.62	6.00	0.00	9.85	11.45	236.57	43.61	42.52
-12.55	6.00	0.00	10.24	10.93	236.92	43.60	42.52
-12.55	6.00	0.00	9.01	11.71	237.27	43.60	42.52
-12.48	6.00	0.00	9.13	10.33	237.61	43.60	42.52
-12.48	6.00	0.00	9.95	11.19	237.96	43.60	42.52
-12.41	6.00	0.00	9.30	11.30	238.31	43.60	42.52
-12.41	6.00	0.00	8.31	11.00	238.65	43.59	42.51
-12.34	6.00	0.00	9.85	11.62	239.00	43.59	42.51
-12.34	6.00	0.00	10.07	10.86	239.35	43.59	42.51
-12.28	6.00	0.00	8.99	11.95	239.70	43.59	42.50
-12.28	6.00	0.00	7.91	10.68	240.04	43.59	42.50
-12.21	6.00	0.00	10.69	12.07	240.39	43.59	42.50
-12.21	6.00	0.00	9.00	11.04	240.74	43.59	42.50
-12.14	6.00	0.00	8.36	11.57	241.08	43.65	42.56
-12.14	6.00	0.00	8.33	10.97	241.43	43.64	42.56
-12.07	6.00	0.00	9.65	11.74	241.78	43.64	42.56
-12.07	6.00	0.00	9.83	12.00	242.12	43.64	42.56
-12.00	6.00	0.00	8.21	10.54	242.47	43.64	42.56
-12.00	6.00	0.00	9.53	11.15	242.82	43.64	42.56
-11.93	6.00	0.00	9.84	11.42	243.16	43.64	42.55
-11.93	6.00	0.00	9.30	11.82	243.51	43.64	42.56
-11.86	6.00	0.00	8.98	10.89	243.86	43.64	42.55
-11.86	6.00	0.00	10.50	11.71	244.21	43.64	42.55
-11.80	6.00	0.00	9.25	10.98	244.55	43.63	42.55
-11.80	6.00	0.00	8.91	11.83	244.90	43.63	42.55
-11.73	6.00	0.00	9.02	10.52	245.25	43.63	42.55
-11.73	6.00	0.00	9.77	11.55	245.59	43.63	42.55
-11.66	6.00	0.00	8.74	11.02	245.94	43.63	42.55
-11.66	6.00	0.00	7.96	10.91	246.29	43.62	42.54
-11.59	6.00	0.00	10.81	12.29	246.63	43.62	42.54
-11.59	6.00	0.00	10.03	11.65	246.98	43.62	42.54
-11.52	6.00	0.00	8.42	11.56	247.33	43.63	42.54
-11.52	6.00	0.00	9.13	10.72	247.68	43.63	42.54
-11.45	6.00	0.00	10.57	11.63	248.02	43.62	42.54
-11.45	6.00	0.00	8.89	11.49	248.37	43.62	42.54
-11.38	6.00	0.00	8.36	10.88	248.72	43.62	42.54
-11.38	6.00	0.00	8.56	11.02	249.06	43.69	42.60
-11.31	6.00	0.00	10.58	11.37	249.41	43.62	42.54
-11.31	6.00	0.00	8.54	11.51	249.76	43.68	42.59
-11.25	6.00	0.00	8.98	10.76	250.10	43.68	42.60
-11.25	6.00	0.00	9.51	10.79	250.45	43.67	42.59
-11.18	6.00	0.00	10.06	10.37	250.80	43.67	42.59
-11.18	6.00	0.00	7.88	11.33	251.14	43.67	42.59
-11.11	6.00	0.00	9.01	10.63	251.49	43.67	42.59
-11.11	6.00	0.00	10.34	11.59	251.84	43.67	42.59
-11.04	6.00	0.00	8.76	10.75	252.19	43.67	42.59
-11.04	6.00	0.00	9.25	11.24	252.53	43.67	42.59
-10.97	6.00	0.00	9.84	10.88	252.88	43.67	42.58
-10.97	6.00	0.00	10.76	12.32	253.23	43.67	42.58
-10.90	6.00	0.00	8.23	11.72	253.57	43.67	42.58
-10.90	6.00	0.00	9.05	11.51	253.92	43.67	42.58
-10.83	6.00	0.00	10.19	11.79	254.27	43.67	42.58
-10.83	6.00	0.00	9.64	11.86	254.61	43.67	42.58
-10.77	6.00	0.00	8.66	11.30	254.96	43.66	42.58
-10.77	6.00	0.00	9.05	10.95	255.31	43.66	42.58
-10.70	6.00	0.00	10.89	11.69	255.66	43.66	42.58
-10.70	6.00	10.00	8.77	11.73	256.00	43.66	42.57
-10.63	6.00	0.00	7.97	10.76	256.35	43.66	42.58
-10.63	6.00	0.00	9.56	10.92	256.70	43.66	42.58
-10.56	6.00	0.00	10.98	10.47	257.04	43.66	42.57
-10.56	6.00	0.00	8.94	11.50	257.39	43.66	42.58
-10.49	6.00	0.00	9.19	10.92	257.74	43.66	42.57
-10.49	6.00	0.00	10.04	10.83	258.08	43.66	42.57
-10.42	6.00	0.00	9.72	10.87	258.43	43.66	42.57
-10.42	6.00	0.00	7.87	9.87	258.78	43.71	42.63
-10.35	6.00	0.00	9.67	11.49	259.12	43.71	42.63
-10.35	6.00	3.00	10.33	11.43	259.47	43.71	42.63
-10.29	6.00	0.00	9.28	12.01	259.82	43.71	42.63
-10.29	6.00	0.00	9.21	10.67	260.17	43.71	42.63
-10.22	6.00	0.00	10.05	12.00	260.51	43.70	42.63
-10.22	6.00	0.00	9.51	10.34	260.86	43.71	42.63
-10.15	6.00	0.00	8.41	10.69	261.21	43.71	42.62
-10.15	6.00	0.00	9.37	10.52	261.55	43.71	42.62
-10.08	6.00	0.00	10.03	10.33	261.90	43.71	42.63
-10.08	6.00	0.00	9.03	11.70	262.25	43.71	42.62
-10.01	6.00	0.00	8.61	10.81	262.59	43.71	42.62
-10.01	6.00	0.00	9.85	12.14	262.94	43.71	42.62
-9.94	6.00	0.00	9.83	11.09	263.29	43.71	42.62
-9.94	6.00	0.00	8.43	11.32	263.64	43.70	42.62
-9.87	6.00	0.00	8.59	10.87	263.98	43.70	42.62
-9.87	6.00	0.00	9.62	11.91	264.33	43.70	42.62
-9.81	6.00	0.00	9.30	10.26	264.68	43.70	42.62
-9.81	6.00	0.00	8.23	9.97	265.02	43.71	42.62
-9.74	6.00	0.00	9.87	10.69	265.37	43.70	42.61
-9.74	6.00	0.00	9.36	10.86	265.72	43.70	42.62
-9.67	6.00	0.00	8.83	12.01	266.06	43.71	42.61
-9.67	6.00	0.00	8.07	10.37	266.41	43.70	42.62
-9.60	6.00	0.00	10.85	12.09	266.76	43.70	42.62
-9.60	6.00	0.00	8.87	11.02	267.11	43.70	42.61
-9.53	6.00	0.00	8.50	11.14	267.45	43.76	42.68
-9.53	6.00	0.00	8.47	9.73	267.80	43.77	42.68
-9.46	6.00	0.00	9.15	10.66	268.15	43.76	42.68
-9.46	6.00	0.00	9.25	11.65	268.49	43.76	42.68
-9.39	6.00	0.00	7.99	10.52	268.84	43.76	42.68
-9.39	6.00	0.00	10.34	11.21	269.19	43.76	42.67
-9.33	6.00	0.00	8.71	10.66	269.53	43.76	42.67
-9.33	6.00	0.00	9.69	12.11	269.88	43.76	42.67
-9.26	6.00	0.00	8.01	9.82	270.23	43.76	42.67
-9.26	6.00	1.00	10.09	11.10	270.57	43.75	42.67
-9.19	6.00	0.00	8.63	10.57	270.92	43.76	42.66
-9.19	6.00	0.00	7.83	10.36	271.27	43.75	42.66
-9.12	6.00	0.00	9.61	11.22	271.62	43.75	42.66
-9.12	6.00	0.00	8.55	10.76	271.96	43.75	42.66
-9.05	6.00	0.00	9.21	11.78	272.31	43.75	42.66
-9.05	6.00	0.00	7.99	10.12	272.66	43.75	42.66
-8.98	6.00	0.00	10.18	10.95	273.00	43.75	42.66
-8.98	6.00	0.00	8.28	10.68	273.35	43.75	42.66
-8.91	6.00	2.00	9.54	12.17	273.70	43.75	42.66
-8.91	6.00	0.00	7.75	10.49	274.04	43.75	42.66
-8.84	6.00	0.00	10.23	11.52	274.39	43.75	42.66
-8.84	6.00	0.00	8.48	11.37	274.74	43.75	42.66
-8.78	6.00	0.00	8.07	10.61	275.09	43.74	42.66
-8.78	6.00	0.00	9.35	10.58	275.43	43.74	42.66
-8.71	6.00	14.00	8.75	11.41	275.78	43.74	42.66
-8.71	6.00	0.00	9.69	11.85	276.13	43.74	42.66
-8.64	6.00	0.00	8.56	10.14	276.47	43.80	42.72
-8.64	6.00	0.00	11.03	10.94	276.82	43.80	42.71
-8.57	6.00	0.00	9.04	10.31	277.17	43.74	42.72
-8.57	6.00	0.00	7.58	11.26	277.51	43.80	42.72
-8.50	6.00	0.00	9.24	11.01	277.86	43.80	42.72
-8.50	6.00	0.00	9.24	11.09	278.21	43.80	42.71
-8.43	6.00	0.00	8.82	11.30	278.56	43.80	42.71
-8.43	6.00	0.00	8.61	10.60	278.90	43.79	42.71
-8.36	6.00	0.00	9.84	11.01	279.25	43.80	42.71
-8.36	6.00	0.00	9.37	10.67	279.60	43.80	42.71
-8.30	6.00	0.00	9.30	11.51	279.94	43.80	42.71
-8.30	6.00	0.00	9.01	10.63	280.29	43.80	42.71
-8.23	6.00	0.00	9.30	10.58	280.64	43.79	42.71
-8.23	6.00	0.00	9.34	11.26	280.98	43.79	42.71
-8.16	6.00	0.00	8.10	10.50	281.33	43.80	42.71
-8.16	6.00	0.00	9.75	10.37	281.68	43.79	42.71
-8.09	6.00	0.00	8.91	10.55	282.03	43.79	42.70
-8.09	6.00	0.00	8.39	12.14	282.37	43.79	42.71
-8.02	6.00	7.00	8.08	10.24	282.72	43.79	42.70
-8.02	6.00	0.00	10.88	10.93	283.07	43.79	42.70
-7.95	6.00	0.00	8.56	10.23	283.41	43.79	42.70
-7.95	6.00	0.00	7.11	10.96	283.76	43.78	42.70
-7.88	6.00	0.00	8.71	10.56	284.11	43.79	42.70
-7.88	6.00	0.00	9.41	10.54	284.45	43.78	42.70
-7.82	6.00	0.00	9.13	11.19	284.80	43.79	42.69
-7.82	6.00	0.00	7.43	10.06	285.15	43.78	42.70
-7.75	6.00	0.00	10.22	11.60	285.50	43.78	42.69
-7.75	6.00	0.00	8.65	10.52	285.84	43.78	42.69
-7.68	6.00	3.00	8.34	11.63	286.19	43.84	42.75
-7.68	6.00	0.00	8.28	9.89	286.54	43.78	42.75
-7.61	6.00	0.00	10.08	10.56	286.88	43.84	42.75
-7.61	6.00	0.00	9.12	10.44	287.23	43.84	42.75
-7.54	6.00	0.00	8.03	10.40	287.58	43.84	42.75
-7.54	6.00	0.00	8.29	10.67	287.92	43.84	42.75
-7.47	6.00	0.00	9.37	10.67	288.27	43.84	42.75
-7.47	6.00	0.00	9.24	12.21	288.62	43.83	42.75
-7.40	6.00	0.00	7.67	10.00	288.97	43.83	42.75
-7.40	6.00	0.00	10.62	11.56	289.31	43.84	42.75
-7.34	6.00	0.00	9.34	9.63	289.66	43.83	42.75
-7.34	6.00	0.00	7.98	10.54	290.01	43.83	42.75
-7.27	6.00	0.00	8.43	10.56	290.35	43.83	42.75
-7.27	6.00	0.00	9.12	11.03	290.70	43.83	42.74
-7.20	6.00	0.00	8.61	11.25	291.05	43.83	42.74
-7.20	6.00	0.00	7.75	9.99	291.39	43.83	42.74
-7.13	6.00	0.00	10.09	11.04	291.74	43.83	42.74
-7.13	6.00	0.00	9.02	10.63	292.09	43.83	42.74
-7.06	6.00	0.00	8.61	11.17	292.44	43.83	42.74
-7.06	6.00	0.00	8.10	10.19	292.78	43.83	42.74
-6.99	6.00	0.00	9.52	10.78	293.13	43.83	42.74
-6.99	6.00	0.00	9.31	10.20	293.48	43.83	42.74
-6.92	6.00	0.00	7.86	10.60	293.82	43.83	42.74
-6.92	6.00	4.00	9.20	11.48	294.17	43.82	42.73
-6.85	6.00	0.00	9.67	11.24	294.52	43.82	42.73
-6.85	6.00	0.00	9.54	12.02	294.86	43.82	42.73
-6.79	6.00	0.00	7.97	10.28	295.21	43.82	42.73
-6.79	6.00	0.00	9.78	11.72	295.56	43.82	42.79
-6.72	6.00	0.00	8.81	9.92	295.91	43.88	42.73
-6.72	6.00	0.00	8.31	10.29	296.25	43.88	42.79
-6.65	6.00	0.00	9.13	10.78	296.60	43.88	42.78
-6.65	6.00	3.00	9.41	11.66	296.95	43.87	42.79
-6.58	6.00	0.00	8.61	10.63	297.29	43.88	42.79
-6.58	6.00	0.00	7.61	10.48	297.64	43.88	42.79
-6.51	6.00	0.00	9.44	11.44	297.99	43.88	42.79
-6.51	6.00	0.00	8.98	10.43	298.33	43.87	42.78
-6.44	6.00	0.00	8.88	11.15	298.68	43.88	42.78
-6.44	6.00	0.00	8.27	10.31	299.03	43.87	42.78
-6.37	6.00	0.00	10.11	10.64	299.38	43.87	42.78
-6.37	6.00	0.00	9.28	10.30	299.72	43.87	42.78
-6.31	6.00	0.00	8.57	10.45	300.07	43.87	42.78
-6.31	6.00	0.00	8.85	10.96	300.42	43.87	42.78
-6.24	6.00	4.00	9.92	10.93	300.76	43.87	42.78
-6.24	6.00	47.00	9.56	12.36	301.11	43.86	42.77
-6.17	6.00	0.00	7.47	10.19	301.46	43.86	42.77
-6.17	6.00	0.00	9.46	11.04	301.80	43.86	42.77
-6.10	6.00	0.00	8.90	10.60	302.15	43.86	42.77
-6.10	6.00	0.00	8.19	10.41	302.50	43.86	42.77
-6.03	6.00	0.00	7.93	10.32	302.85	43.87	42.77
-6.03	6.00	7.00	9.37	11.41	303.19	43.86	42.77
-5.96	6.00	0.00	9.21	11.28	303.54	43.86	42.77
-5.96	6.00	11.00	7.92	10.17	303.89	43.86	42.77
-5.89	6.00	0.00	9.56	11.50	304.23	43.86	42.77
-5.89	6.00	5.00	9.02	11.08	304.58	43.86	42.77
-5.83	6.00	0.00	8.98	10.71	304.93	43.86	42.77
-5.83	6.00	0.00	7.52	10.20	305.27	43.86	42.77
-5.76	6.00	0.00	10.18	10.23	305.62	43.86	42.83
-5.76	6.00	0.00	9.11	10.62	305.97	43.93	42.84
-5.69	6.00	0.00	8.17	10.57	306.32	43.93	42.83
-5.69	6.00	0.00	8.81	10.86	306.66	43.93	42.83
-5.62	6.00	0.00	9.46	11.09	307.01	43.93	42.83
-5.62	6.00	0.00	9.37	12.60	307.36	43.93	42.83
-5.55	6.00	0.00	7.81	10.76	307.70	43.93	42.83
-5.55	6.00	0.00	9.33	10.88	308.05	43.92	42.83
-5.48	6.00	0.00	8.71	11.30	308.40	43.92	42.83
-5.48	6.00	4.00	7.74	11.45	308.74	43.92	42.83
-5.41	6.00	0.00	8.64	10.30	309.09	43.92	42.83
-5.41	6.00	0.00	9.94	11.88	309.44	43.92	42.83
-5.35	6.00	5.00	8.78	11.12	309.79	43.92	42.83
-5.35	6.00	0.00	7.17	9.91	310.13	43.92	42.83
-5.28	6.00	0.00	9.02	10.84	310.48	43.92	42.82
-5.28	6.00	0.00	8.65	11.62	310.83	43.92	42.82
-5.21	6.00	0.00	8.65	11.79	311.17	43.92	42.83
-5.21	6.00	0.00	8.71	9.88	311.52	43.92	42.83
-5.14	6.00	0.00	9.35	10.96	311.87	43.92	42.83
-5.14	6.00	0.00	8.85	10.60	312.21	43.92	42.82
-5.07	6.00	0.00	8.35	11.05	312.56	43.91	42.83
-5.07	6.00	0.00	8.14	10.00	312.91	43.92	42.82
-5.00	6.00	0.00	9.17	10.17	313.26	43.91	42.82
-5.00	6.00	0.00	9.40	11.91	313.60	43.91	42.82
-4.93	6.00	12.00	7.58	9.79	313.95	43.91	42.82
-4.93	6.00	2.00	9.04	11.26	314.30	43.91	42.82
-4.87	6.00	0.00	8.72	11.06	314.64	43.92	42.82
-4.87	6.00	0.00	8.49	11.29	314.99	43.91	42.82
-4.80	6.00	0.00	7.43	9.77	315.34	43.92	42.82
-4.80	6.00	0.00	9.65	10.62	315.68	43.97	42.88
-4.73	6.00	0.00	8.79	10.88	316.03	43.97	42.88
-4.73	6.00	0.00	8.06	10.66	316.38	43.97	42.88
-4.66	6.00	0.00	8.94	10.91	316.72	43.97	42.88
-4.66	6.00	0.00	8.34	10.62	317.07	43.97	42.88
-4.59	6.00	0.00	9.33	12.15	317.42	43.98	42.88
-4.59	6.00	4.00	7.18	10.19	317.77	43.97	42.88
-4.52	6.00	10.00	9.93	10.72	318.11	43.98	42.88
-4.52	6.00	0.00	7.81	10.30	318.46	43.97	42.88
-4.45	6.00	0.00	8.59	11.08	318.81	43.98	42.88
-4.45	6.00	0.00	7.99	9.84	319.15	43.98	42.88
-4.38	6.00	0.00	9.35	10.13	319.50	43.98	42.88
-4.38	6.00	0.00	9.05	11.77	319.85	43.97	42.88
-4.32	6.00	0.00	7.23	10.14	320.19	43.98	42.88
-4.32	6.00	0.00	9.83	11.38	320.54	43.97	42.88
-4.25	6.00	0.00	8.98	11.33	320.89	43.97	42.88
-4.25	6.00	0.00	9.48	11.25	321.24	43.97	42.88
-4.18	6.00	0.00	7.49	10.38	321.58	43.97	42.88
-4.18	6.00	0.00	10.87	11.11	321.93	43.98	42.88
-4.11	6.00	2.00	8.20	10.64	322.28	43.97	42.88
-4.11	6.00	0.00	8.79	10.85	322.62	43.97	42.88
-4.04	6.00	3.00	9.12	10.72	322.97	43.97	42.88
-4.04	6.00	12.00	8.60	11.28	323.32	43.96	42.88
-3.97	6.00	0.00	8.74	11.46	323.67	43.97	42.88
-3.97	6.00	0.00	7.29	9.95	324.01	43.97	42.88
-3.90	6.00	0.00	9.38	10.81	324.36	43.97	42.88
-3.90	6.00	0.00	8.43	10.32	324.71	43.97	42.88
-3.84	6.00	0.00	8.74	10.82	325.05	43.97	42.88
-3.84	6.00	7.00	8.39	10.16	325.40	43.96	42.87
-3.77	6.00	0.00	9.66	10.43	325.75	43.97	42.88
-3.77	6.00	0.00	8.84	10.53	326.09	43.97	42.93
-3.70	6.00	0.00	8.33	11.07	326.44	43.96	42.87
-3.70	6.00	0.00	9.13	10.97	326.79	44.02	42.93
-3.63	6.00	0.00	9.00	10.57	327.14	44.02	42.93
-3.63	6.00	0.00	9.01	11.03	327.48	44.02	42.93
-3.56	6.00	0.00	8.00	10.45	327.83	44.03	42.93
-3.56	6.00	0.00	10.38	12.59	328.18	44.02	42.93
-3.49	6.00	0.00	8.65	10.16	328.52	44.02	42.93
-3.49	6.00	8.00	8.17	10.71	328.87	44.02	42.93
-3.42	6.00	0.00	8.99	11.02	329.22	44.02	42.93
-3.42	6.00	0.00	9.76	10.79	329.56	44.02	42.93
-3.36	6.00	0.00	8.76	11.38	329.91	44.02	42.93
-3.36	6.00	0.00	7.25	10.17	330.26	44.02	42.93
-3.29	6.00	0.00	8.95	10.20	330.60	44.02	42.93
-3.29	6.00	0.00	7.96	10.82	330.95	44.02	42.93
-3.22	6.00	2.00	8.76	11.04	331.30	44.02	42.93
-3.22	6.00	0.00	7.87	9.88	331.65	44.02	42.93
-3.15	6.00	0.00	9.64	10.34	331.99	44.02	42.93
-3.15	6.00	0.00	8.98	10.96	332.34	44.02	42.93
-3.08	6.00	0.00	7.86	9.94	332.69	44.02	42.93
-3.08	6.00	6.00	8.79	10.34	333.03	44.02	42.93
-3.01	6.00	0.00	8.82	10.44	333.38	44.02	42.92
-3.01	6.00	0.00	9.10	10.47	333.73	44.02	42.93
-2.94	6.00	0.00	7.91	10.11	334.08	44.01	42.93
-2.88	6.00	0.00	10.16	10.59	334.42	44.02	42.93
-2.88	6.00	0.00	8.49	10.72	334.77	44.02	42.92
-2.81	6.00	0.00	8.43	10.45	335.12	44.02	42.93
-2.81	6.00	9.00	7.86	10.50	335.46	44.02	42.93
-2.74	6.00	0.00	9.02	10.59	335.81	44.02	42.92
-2.74	6.00	0.00	9.30	11.66	336.16	44.01	42.92
-2.67	6.00	0.00	7.60	10.09	336.50	44.02	42.93
-2.67	6.00	0.00	8.71	9.97	336.85	44.07	42.92
-2.60	6.00	0.00	8.05	10.82	337.20	44.07	42.98
-2.60	6.00	0.00	8.41	11.46	337.54	44.07	42.98
-2.53	6.00	0.00	7.27	10.50	337.89	44.08	42.98
-2.53	6.00	0.00	9.47	10.50	338.24	44.07	42.98
-2.46	6.00	0.00	8.54	11.18	338.59	44.07	42.98
-2.46	6.00	0.00	8.58	10.71	338.93	44.07	42.98
-2.40	6.00	0.00	8.63	9.95	339.28	44.07	42.98
-2.40	6.00	0.00	9.60	10.98	339.63	44.07	42.98
-2.33	6.00	0.00	8.68	11.06	339.97	44.07	42.98
-2.33	6.00	0.00	7.71	9.86	340.32	44.07	42.98
-2.26	6.00	0.00	9.17	10.95	340.67	44.07	42.98
-2.26	6.00	0.00	9.16	11.23	341.01	44.07	42.97
-2.19	6.00	0.00	8.59	11.49	341.36	44.07	42.98
-2.19	6.00	0.00	8.98	11.18	341.71	44.07	42.98
-2.12	6.00	0.00	8.98	10.09	342.06	44.07	42.98
-2.12	6.00	0.00	8.13	11.10	342.40	44.07	42.98
-2.05	6.00	0.00	7.93	10.49	342.75	44.07	42.98
-2.05	6.00	0.00	8.58	9.87	343.10	44.07	42.97
-1.98	6.00	0.00	8.68	10.08	343.44	44.07	42.98
-1.98	6.00	0.00	8.56	11.26	343.79	44.07	42.98
-1.92	6.00	0.00	7.98	9.69	344.14	44.06	42.98
-1.92	6.00	0.00	9.06	10.16	344.48	44.07	42.98
-1.85	6.00	0.00	8.58	10.41	344.83	44.06	42.97
-1.85	6.00	0.00	8.08	10.90	345.18	44.06	42.98
-1.78	6.00	0.00	7.87	10.19	345.52	44.07	42.98
-1.78	6.00	0.00	9.51	10.69	345.87	44.07	42.98
-1.71	6.00	0.00	8.44	11.80	346.22	44.07	42.98
-1.71	6.00	0.00	7.52	10.77	346.57	44.14	43.05
-1.64	6.00	0.00	8.59	10.73	346.91	44.14	42.98
-1.64	6.00	0.00	8.42	10.25	347.26	44.13	43.05
-1.57	6.00	0.00	8.51	10.39	347.61	44.13	43.05
-1.57	6.00	8.00	8.04	10.52	347.95	44.13	43.04
-1.50	6.00	0.00	10.34	11.03	348.30	44.13	43.04
-1.50	6.00	8.00	9.04	12.47	348.65	44.14	43.04
